baseline_id,guide_code,title,profile_level,procedure_role,photo_matchability,primary_rank,wp_id,profile_wp_title,source_wp_title,source_wp_section,base_ttl_owners,status
ci_unrelated_action_filter1,A-1-2018,"구리에대한작업환경측정,분석기술지침",exclusive,measurement_analysis,photo_unmatchable,1,WP-A1-03,검량선 작성 및 정도관리,검량선 작성 및 정도관리,III,A-1-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-1-2018,"구리에대한작업환경측정,분석기술지침",exclusive,measurement_analysis,photo_unmatchable,2,WP-A1-04,원자흡광광도계 분석,원자흡광광도계 분석,III,A-1-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-1-2018,"구리에대한작업환경측정,분석기술지침",exclusive,measurement_analysis,photo_unmatchable,3,WP-A1-01,시료채취,시료채취,I,A-1-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-1-2018,"구리에대한작업환경측정,분석기술지침",exclusive,measurement_analysis,photo_unmatchable,4,WP-A1-02,시료 전처리,시료 전처리,II,A-1-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-10-2018,"알루미늄에대한작업환경측정,분석기술지침",exclusive,measurement_analysis,photo_unmatchable,1,WP-A10-03,검량선 작성 및 정도관리,검량선 작성 및 정도관리,10,A-10-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-10-2018,"알루미늄에대한작업환경측정,분석기술지침",exclusive,measurement_analysis,photo_unmatchable,2,WP-A10-04,기기 분석(원자흡광광도계 측정),기기 분석(원자흡광광도계 측정),10,A-10-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-10-2018,"알루미늄에대한작업환경측정,분석기술지침",exclusive,measurement_analysis,photo_unmatchable,3,WP-A10-01,시료채취,시료채취,8,A-10-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-10-2018,"알루미늄에대한작업환경측정,분석기술지침",exclusive,measurement_analysis,photo_unmatchable,4,WP-A10-02,시료 전처리(산 회화),시료 전처리(산 회화),9,A-10-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-100-2018,"디메틸아닐린에 대한 작업환경측정,분석 기술지침_개정",exclusive,measurement_analysis,photo_unmatchable,1,WP-A100-04,검량선 작성 및 정도관리,검량선 작성 및 정도관리,6-III,A-100-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-100-2018,"디메틸아닐린에 대한 작업환경측정,분석 기술지침_개정",exclusive,measurement_analysis,photo_unmatchable,2,WP-A100-01,시료채취 준비,시료채취 준비,6-I,A-100-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-100-2018,"디메틸아닐린에 대한 작업환경측정,분석 기술지침_개정",exclusive,measurement_analysis,photo_unmatchable,3,WP-A100-02,시료채취(공기포집),시료채취(공기포집),6-I,A-100-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-100-2018,"디메틸아닐린에 대한 작업환경측정,분석 기술지침_개정",exclusive,measurement_analysis,photo_unmatchable,4,WP-A100-03,시료 전처리(탈착),시료 전처리(탈착),6-II,A-100-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-100-2018,"디메틸아닐린에 대한 작업환경측정,분석 기술지침_개정",exclusive,measurement_analysis,photo_unmatchable,5,WP-A100-05,기기분석(GC-FID),기기분석(GC-FID),6-III,A-100-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-101-2018,"테트라하이드로퓨란에 대한 작업환경측정,분석 기술지침_개정",exclusive,measurement_analysis,photo_unmatchable,1,WP-A101-03,검량선 작성 및 정도관리,검량선 작성 및 정도관리,6-III,A-101-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-101-2018,"테트라하이드로퓨란에 대한 작업환경측정,분석 기술지침_개정",exclusive,measurement_analysis,photo_unmatchable,2,WP-A101-01,시료채취,시료채취,6-I,A-101-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-101-2018,"테트라하이드로퓨란에 대한 작업환경측정,분석 기술지침_개정",exclusive,measurement_analysis,photo_unmatchable,3,WP-A101-02,시료 전처리,시료 전처리,6-II,A-101-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-101-2018,"테트라하이드로퓨란에 대한 작업환경측정,분석 기술지침_개정",exclusive,measurement_analysis,photo_unmatchable,4,WP-A101-04,기기분석,기기분석,6-III,A-101-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-102-2018,"황산디메틸에 대한 작업환경측정,분석 기술지침_개정",exclusive,measurement_analysis,photo_unmatchable,1,WP-A102-02,시료채취,시료채취,6-I,A-102-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-102-2018,"황산디메틸에 대한 작업환경측정,분석 기술지침_개정",exclusive,measurement_analysis,photo_unmatchable,2,WP-A102-01,시료채취 준비,시료채취 준비,6-I,A-102-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-102-2018,"황산디메틸에 대한 작업환경측정,분석 기술지침_개정",exclusive,measurement_analysis,photo_unmatchable,3,WP-A102-04,검량선 작성 및 정도관리,검량선 작성 및 정도관리,6-III,A-102-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-102-2018,"황산디메틸에 대한 작업환경측정,분석 기술지침_개정",exclusive,measurement_analysis,photo_unmatchable,4,WP-A102-03,시료 전처리(탈착),시료 전처리(탈착),6-II,A-102-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-102-2018,"황산디메틸에 대한 작업환경측정,분석 기술지침_개정",exclusive,measurement_analysis,photo_unmatchable,5,WP-A102-05,탈착효율 검정,탈착효율 검정,6-III,A-102-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-102-2018,"황산디메틸에 대한 작업환경측정,분석 기술지침_개정",exclusive,measurement_analysis,photo_unmatchable,6,WP-A102-06,GC 기기분석,GC 기기분석,6-III,A-102-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-103-2018,요오드화메틸에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,1,WP-A103-01,시료채취 준비 및 펌프 보정,시료채취 준비 및 펌프 보정,6,A-103-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-103-2018,요오드화메틸에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,2,WP-A103-02,시료채취,시료채취,6,A-103-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-103-2018,요오드화메틸에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,3,WP-A103-04,검량선 작성 및 정도관리,검량선 작성 및 정도관리,6,A-103-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-103-2018,요오드화메틸에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,4,WP-A103-03,시료 전처리,시료 전처리,6,A-103-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-103-2018,요오드화메틸에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,5,WP-A103-05,탈착효율 검정,탈착효율 검정,6,A-103-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-103-2018,요오드화메틸에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,6,WP-A103-06,기기분석 (GC/FID),기기분석 (GC/FID),6,A-103-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-104-2018,메틸에틸케톤에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,1,WP-A104-01,시료채취 준비 및 펌프 보정,시료채취 준비 및 펌프 보정,6-I,A-104-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-104-2018,메틸에틸케톤에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,2,WP-A104-02,시료채취,시료채취,6-I,A-104-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-104-2018,메틸에틸케톤에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,3,WP-A104-04,검량선 작성 및 정도관리,검량선 작성 및 정도관리,6-III,A-104-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-104-2018,메틸에틸케톤에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,4,WP-A104-05,탈착효율 검정,탈착효율 검정,6-III,A-104-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-104-2018,메틸에틸케톤에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,5,WP-A104-06,기기분석(가스크로마토그래프),기기분석(가스크로마토그래프),6-III,A-104-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-104-2018,메틸에틸케톤에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,6,WP-A104-03,시료 전처리(탈착),시료 전처리(탈착),6-II,A-104-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-105-2018,디이소부틸케톤에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,1,WP-A105-01,시료채취,시료채취,6.I,A-105-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-105-2018,디이소부틸케톤에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,2,WP-A105-03,검량선 작성 및 탈착효율 검정,검량선 작성 및 탈착효율 검정,6.III,A-105-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-106-2018,메틸 n-부틸케톤에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,1,WP-A106-01,시료채취 기구 선택 및 준비,시료채취 기구 선택 및 준비,5,A-106-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-106-2018,메틸 n-부틸케톤에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,2,WP-A106-02,시료채취,시료채취,6.I,A-106-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-106-2018,메틸 n-부틸케톤에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,3,WP-A106-04,검량선 작성 및 탈착효율 검정,검량선 작성 및 탈착효율 검정,6.III,A-106-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-106-2018,메틸 n-부틸케톤에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,4,WP-A106-05,기기분석 (GC/FID),기기분석 (GC/FID),6.III,A-106-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-107-2018,메틸 n-아밀케톤에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,1,WP-A107-01,시료채취,시료채취,I,A-107-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-107-2018,메틸 n-아밀케톤에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,2,WP-A107-03,검량선 작성 및 탈착효율 검정,검량선 작성 및 탈착효율 검정,III,A-107-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-107-2018,메틸 n-아밀케톤에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,3,WP-A107-04,기기분석 (GC/FID),기기분석 (GC/FID),III-instrument,A-107-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-108-2018,메틸이소부틸케톤에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,1,WP-A108-01,시료채취 준비,시료채취 준비,6-I,A-108-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-108-2018,메틸이소부틸케톤에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,2,WP-A108-02,시료채취,시료채취,6-I,A-108-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-108-2018,메틸이소부틸케톤에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,3,WP-A108-03,시료 전처리(탈착),시료 전처리(탈착),6-II,A-108-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-108-2018,메틸이소부틸케톤에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,4,WP-A108-04,검량선 작성 및 탈착효율 검정,검량선 작성 및 탈착효율 검정,6-III,A-108-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-108-2018,메틸이소부틸케톤에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,5,WP-A108-05,기기분석(가스크로마토그래프),기기분석(가스크로마토그래프),6-III,A-108-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-11-2018,은에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,1,WP-A11-03,검량선 작성 및 정도관리,검량선 작성 및 정도관리,III,A-11-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-11-2018,은에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,2,WP-A11-04,기기 분석,기기 분석,III,A-11-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-11-2018,은에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,3,WP-A11-01,시료채취,시료채취,I,A-11-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-11-2018,은에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,4,WP-A11-02,시료 전처리,시료 전처리,II,A-11-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-110-2018,아세톤에 대한 작업환경측정·분석 기술지침_개정,exclusive,measurement_analysis,photo_unmatchable,1,WP-A110-05,GC/FID 분석,GC/FID 분석,6.III,A-110-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-110-2018,아세톤에 대한 작업환경측정·분석 기술지침_개정,exclusive,measurement_analysis,photo_unmatchable,2,WP-A110-01,시료채취 준비 및 펌프 보정,시료채취 준비 및 펌프 보정,6.I,A-110-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-110-2018,아세톤에 대한 작업환경측정·분석 기술지침_개정,exclusive,measurement_analysis,photo_unmatchable,3,WP-A110-02,시료채취,시료채취,6.I,A-110-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-110-2018,아세톤에 대한 작업환경측정·분석 기술지침_개정,exclusive,measurement_analysis,photo_unmatchable,4,WP-A110-04,검량선 작성 및 탈착효율 검정,검량선 작성 및 탈착효율 검정,6.III,A-110-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-111-2018,비닐아세테이트에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,1,WP-A111-03,검량선 작성 및 정도관리,검량선 작성 및 정도관리,III,A-111-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-111-2018,비닐아세테이트에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,2,WP-A111-01,시료채취,시료채취,I,A-111-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-111-2018,비닐아세테이트에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,3,WP-A111-04,기기분석(GC/FID),기기분석(GC/FID),III,A-111-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-112-2018,스토다드솔벤트에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,1,WP-A112-03,검량선 작성 및 정도관리,검량선 작성 및 정도관리,III,A-112-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-112-2018,스토다드솔벤트에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,2,WP-A112-01,시료채취,시료채취,I,A-112-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-112-2018,스토다드솔벤트에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,3,WP-A112-04,GC/FID 기기 분석,GC/FID 기기 분석,III,A-112-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-113-2018,아세토니트릴에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,1,WP-A113-01,시료채취 준비 및 펌프 보정,시료채취 준비 및 펌프 보정,I,A-113-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-113-2018,아세토니트릴에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,2,WP-A113-02,시료채취,시료채취,I,A-113-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-113-2018,아세토니트릴에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,3,WP-A113-04,검량선 작성 및 탈착효율 검정,검량선 작성 및 탈착효율 검정,III,A-113-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-113-2018,아세토니트릴에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,4,WP-A113-05,GC/FID 기기 분석,GC/FID 기기 분석,III,A-113-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-115-2018,"N,N-디메틸아세트아미드에_대한 작업환경측정·분석 기술지침",exclusive,measurement_analysis,photo_unmatchable,1,WP-A115-04,검량선 작성 및 탈착효율 검정,검량선 작성 및 탈착효율 검정,method-III,A-115-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-115-2018,"N,N-디메틸아세트아미드에_대한 작업환경측정·분석 기술지침",exclusive,measurement_analysis,photo_unmatchable,2,WP-A115-05,GC/FID 분석,GC/FID 분석,method-III,A-115-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-115-2018,"N,N-디메틸아세트아미드에_대한 작업환경측정·분석 기술지침",exclusive,measurement_analysis,photo_unmatchable,3,WP-A115-01,시료채취 준비,시료채취 준비,method-I,A-115-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-115-2018,"N,N-디메틸아세트아미드에_대한 작업환경측정·분석 기술지침",exclusive,measurement_analysis,photo_unmatchable,4,WP-A115-02,시료채취,시료채취,method-I,A-115-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-116-2018,"1,4_디옥산에_대한 작업환경측정·분석 기술지침",exclusive,measurement_analysis,photo_unmatchable,1,WP-A116-04,검량선 작성 및 정도관리,검량선 작성 및 정도관리,6.III,A-116-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-116-2018,"1,4_디옥산에_대한 작업환경측정·분석 기술지침",exclusive,measurement_analysis,photo_unmatchable,2,WP-A116-01,시료채취 준비 및 펌프 보정,시료채취 준비 및 펌프 보정,6.I,A-116-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-116-2018,"1,4_디옥산에_대한 작업환경측정·분석 기술지침",exclusive,measurement_analysis,photo_unmatchable,3,WP-A116-02,시료채취,시료채취,6.I,A-116-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-116-2018,"1,4_디옥산에_대한 작업환경측정·분석 기술지침",exclusive,measurement_analysis,photo_unmatchable,4,WP-A116-03,시료 전처리(탈착),시료 전처리(탈착),6.II,A-116-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-118-2018,에틸렌글리콜모노메틸에테르에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,1,WP-A118-03,검량선 작성 및 정도관리,검량선 작성 및 정도관리,6.3,A-118-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-118-2018,에틸렌글리콜모노메틸에테르에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,2,WP-A118-01,시료채취,시료채취,6.1,A-118-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-118-2018,에틸렌글리콜모노메틸에테르에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,3,WP-A118-04,GC/FID 기기 분석,GC/FID 기기 분석,6.3,A-118-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-119-2018,에틸렌글리콜모노부틸에테르에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,1,WP-A119-03,검량선 작성 및 탈착효율 검정,검량선 작성 및 탈착효율 검정,9,A-119-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-119-2018,에틸렌글리콜모노부틸에테르에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,2,WP-A119-01,시료채취,시료채취,7,A-119-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-12-2018,주석에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,1,WP-A12-01,시료채취,시료채취,6-I,A-12-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-12-2018,주석에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,2,WP-A12-02,시료 전처리,시료 전처리,6-II,A-12-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-12-2018,주석에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,3,WP-A12-03,검량선 작성 및 정도관리,검량선 작성 및 정도관리,6-III,A-12-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-12-2018,주석에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,4,WP-A12-04,분석 및 계산,분석 및 계산,6-IV,A-12-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-120-2018,에틸렌글리콜모노에틸에테르에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,1,WP-A120-05,검량선 작성 및 탈착효율 검정,검량선 작성 및 탈착효율 검정,III,A-120-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-120-2018,에틸렌글리콜모노에틸에테르에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,2,WP-A120-01,시료채취 준비 및 펌프 보정,시료채취 준비 및 펌프 보정,I,A-120-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-120-2018,에틸렌글리콜모노에틸에테르에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,3,WP-A120-02,시료채취,시료채취,I,A-120-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-120-2018,에틸렌글리콜모노에틸에테르에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,4,WP-A120-03,시료 운반 및 보관,시료 운반 및 보관,I,A-120-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-120-2018,에틸렌글리콜모노에틸에테르에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,5,WP-A120-04,시료 전처리 (탈착),시료 전처리 (탈착),II,A-120-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-120-2018,에틸렌글리콜모노에틸에테르에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,6,WP-A120-06,GC/FID 분석,GC/FID 분석,III,A-120-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-121-2018,에틸아크릴레이트에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,1,WP-A121-04,검량선 작성 및 정도관리,검량선 작성 및 정도관리,6-III,A-121-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-121-2018,에틸아크릴레이트에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,2,WP-A121-01,시료채취 펌프 보정 및 준비,시료채취 펌프 보정 및 준비,6-I,A-121-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-121-2018,에틸아크릴레이트에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,3,WP-A121-02,시료채취,시료채취,6-I,A-121-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-122-2018,에틸렌글리콜모노에틸에테르아세테이트에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,1,WP-A122-02,시료 전처리,시료 전처리,II,A-122-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-122-2018,에틸렌글리콜모노에틸에테르아세테이트에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,2,WP-A122-03,시료분석 (GC/FID),시료분석 (GC/FID),III,A-122-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-122-2018,에틸렌글리콜모노에틸에테르아세테이트에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,3,WP-A122-01,시료채취,시료채취,I,A-122-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-123-2018,초산부틸에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,1,WP-A123-04,검량선 작성,검량선 작성,6,A-123-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-123-2018,초산부틸에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,2,WP-A123-01,시료채취 준비 및 펌프 보정,시료채취 준비 및 펌프 보정,6,A-123-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-123-2018,초산부틸에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,3,WP-A123-02,시료채취,시료채취,6,A-123-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-123-2018,초산부틸에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,4,WP-A123-05,탈착효율(DE) 검정,탈착효율(DE) 검정,6,A-123-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-124-2018,초산이소부틸에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,1,WP-A124-04,검량선 작성 및 탈착효율 검정,검량선 작성 및 탈착효율 검정,9,A-124-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-124-2018,초산이소부틸에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,2,WP-A124-01,시료채취 준비 및 펌프 보정,시료채취 준비 및 펌프 보정,7,A-124-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-124-2018,초산이소부틸에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,3,WP-A124-02,시료채취,시료채취,7,A-124-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-125-2018,초산이소펜틸에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,1,WP-A125-03,검량선 작성 및 탈착효율 검정,검량선 작성 및 탈착효율 검정,6.III,A-125-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-125-2018,초산이소펜틸에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,2,WP-A125-01,시료채취,시료채취,6.I,A-125-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-126-2018,초산펜틸에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,1,WP-A126-03,검량선 작성 및 탈착효율 검정,검량선 작성 및 탈착효율 검정,6.III,A-126-2018,present_in_base_ttl_same_guide
ci_unrelated_action_filter1,A-126-2018,초산펜틸에 대한 작업환경측정·분석 기술지침,exclusive,measurement_analysis,photo_unmatchable,2,WP-A126-01,시료채취,시료채취,6.I,A-126-2018,present_in_base_ttl_same_guide
